source,target,weight,length_m,street_name,highway_type,start_node_weight,end_node_weight,category
10402,10401,25.97588957252074,10.735002821818554,Unnamed,footway,22.8,28.6,Low
10403,10404,33.080857727043295,255.4405209504095,Unnamed,footway,26.2,26.5,Low
10391,10404,27.18630190644854,10.64319354827292,Unnamed,footway,27.3,26.5,Low
10404,10405,29.34727295684947,65.23676794371946,Unnamed,footway,26.5,28.6,Low
10405,10406,33.81395431357069,254.6921823217324,Unnamed,footway,28.6,25.3,Low
10403,10406,27.525969754146335,68.96969919014906,Unnamed,footway,26.2,25.3,Low
10403,10392,25.184734426102505,9.408193430962177,Unnamed,footway,26.2,23.7,Low
10405,10402,26.04164487451079,13.29357488368828,Unnamed,footway,28.6,22.8,Low
10401,10407,28.97312515775006,75.0695791372935,Unnamed,footway,28.6,25.3,Low
10407,10408,35.69797406481424,252.56049350225396,Unnamed,footway,25.3,31.7,Low
10409,10410,30.05326085053429,73.33074466193887,Unnamed,footway,27.4,28.6,Low
10410,10411,32.3096321862035,257.1841317588909,Unnamed,footway,28.6,22.8,Low
10411,10412,24.524523974101413,75.63701640795682,Unnamed,footway,22.8,22.8,Low
10412,10409,31.50157479861252,255.0428206618534,Unnamed,footway,22.8,27.4,Low
10409,10413,24.963082952315908,2.5334519002372535,Unnamed,footway,27.4,22.4,Low
10409,10414,24.94209847057403,1.690701629479206,Unnamed,footway,27.4,22.4,Low
10415,10416,28.6108943824229,130.8653906096009,Unnamed,footway,27.4,23.2,Low
10415,10417,24.957073698464868,2.2921164042116278,Unnamed,footway,27.4,22.4,Low
10415,10418,24.96287735821673,2.5251951091057543,Unnamed,footway,27.4,22.4,Low
10417,10414,22.54972526957388,6.6841638202626426,Unnamed,footway,22.4,22.4,Low
10413,10407,24.1101990128687,10.90981186032273,Unnamed,footway,22.4,25.3,Low
10405,10410,28.903961193092773,10.628013744502429,Unnamed,footway,28.6,28.6,Low
10410,10401,28.97648306794297,13.16374363436935,Unnamed,footway,28.6,28.6,Low
10419,2209,32.18927594846076,121.57755917981747,Unnamed,footway,25.3,32.1,Low
10408,10400,33.266054292158195,69.64804797936316,Unnamed,footway,31.7,30.5,Low
2209,10408,32.5150678089227,19.281122536762037,Unnamed,footway,32.1,31.7,Low
10419,10420,29.042128895767604,168.69733986992355,Unnamed,footway,25.3,24.4,Low
10420,2208,30.031033842038575,116.39531011295831,Unnamed,footway,24.4,29.4,Low
9631,10420,24.972401396393398,15.13826814607295,Unnamed,footway,24.8,24.4,Low
10420,10421,25.507197412986084,10.18603615786481,Unnamed,footway,24.4,26.1,Low
9935,10421,28.64029839755346,13.815872479768625,Unnamed,footway,30.4,26.1,Low
10421,10422,28.317508078377116,121.48546845057894,Unnamed,footway,26.1,24.4,Low
7232,10422,33.03011940628414,160.98837983424073,Unnamed,footway,32.5,24.4,Low
10423,2208,27.243407733077202,12.766086731494594,Unnamed,footway,24.4,29.4,Low
10424,10425,28.802340537463785,120.7136395900306,Unnamed,footway,25.7,25.7,Low
10425,10416,28.4218987911533,162.44984830892847,Unnamed,footway,25.7,23.2,Low
10415,10424,31.083010695983315,170.73486613873123,Unnamed,footway,27.4,25.7,Low
10424,807,30.22944577222869,9.330409757218188,Unnamed,footway,25.7,34.2,Low
10424,9630,24.588226193373217,13.947471891679013,Unnamed,footway,25.7,22.8,Low
10426,10427,26.083087342616775,124.2710061472748,Unnamed,footway,23.6,22.8,Low
10426,10428,23.857555200464194,10.913355951872578,Unnamed,footway,23.6,23.6,Low
10427,10429,27.3856044300182,167.8296132203922,Unnamed,footway,22.8,24.1,Low
10429,10430,29.292671191160064,120.1786306370962,Unnamed,footway,24.1,28.2,Low
10430,10426,30.184645491843956,165.4303278704231,Unnamed,footway,28.2,23.6,Low
10430,10425,27.28573337225315,12.457639044643868,Unnamed,footway,28.2,25.7,Low
3744,10398,30.268667649815125,14.025716911729589,Unnamed,footway,30.3,29.4,Low
10431,10728,26.486232833973535,104.51346263442605,Unnamed,service,22.98,24.98,Low
10432,10433,25.23258845207338,112.54799171399378,Unnamed,footway,22.28,23.08,Low
10434,10435,20.270355845388682,24.79048763340144,Unnamed,footway,19.78,19.78,Low
10436,10437,26.733434810949007,94.28713921199365,John M. Tinsley Street,footway,23.38,25.48,Low
10438,10436,23.064360089031542,12.48288362737219,Unnamed,footway,22.18,23.38,Low
10439,10440,21.142205956752953,37.39970347168567,Unnamed,footway,20.58,20.18,Low
10437,3856,24.889969537931307,18.82806131523981,Unnamed,footway,25.48,23.38,Low
4505,10437,27.584758177895274,117.69684675426565,Unnamed,footway,23.88,25.48,Low
10433,10438,24.816355331110152,96.61313880292325,John M. Tinsley Street,footway,23.08,22.18,Low
825,10442,29.26062081647217,12.478228943673747,Unnamed,footway,31.7,26.1,Low
10442,825,29.23586819441437,11.621736830946988,Unnamed,footway,26.1,31.7,Low
813,10441,26.465879184917068,8.223968949221717,Unnamed,footway,30.5,22.0,Low
9628,10443,24.696482587524212,42.04567879848989,Unnamed,footway,26.2,21.2,Low
10444,10445,25.72861578308031,41.64436368746194,Unnamed,footway,22.8,26.6,Low
10443,814,26.08307954720877,9.016616913298678,Unnamed,footway,21.2,30.5,Low
10444,814,26.893199785808232,9.125695527513312,Unnamed,footway,22.8,30.5,Low
10446,10447,46.94746821412678,343.2751992597074,Unnamed,footway,26.2,43.7,Low
10447,10448,50.92577597770076,457.10374757369834,Unnamed,footway,43.7,26.2,Medium
10448,10446,29.441573807066675,123.72419110941523,Unnamed,footway,26.2,26.2,Low
10449,10450,45.29045859764613,343.930522185345,Unnamed,footway,26.2,41.2,Low
10450,8134,47.88042327560411,127.92516550304128,Unnamed,footway,41.2,43.7,Low
10450,10447,43.18711309690282,17.364266122563485,Unnamed,footway,41.2,43.7,Low
10451,10452,27.943206149940334,169.17180543683415,Unnamed,footway,23.7,24.1,Low
10452,10453,26.234024826057663,118.72174098326896,Unnamed,footway,24.1,22.8,Low
10453,10454,28.611067100415717,167.7986571598251,Unnamed,footway,22.8,26.2,Low
10454,10451,27.940853104447584,119.87387192174687,Unnamed,footway,26.2,23.7,Low
10430,10453,25.736578525707493,9.277589243431088,Unnamed,footway,28.2,22.8,Low
10453,824,28.82200145418138,11.298296637943176,Unnamed,footway,22.8,34.2,Low
10455,10456,28.117266937044466,126.9445666150086,Unnamed,footway,26.2,23.7,Low
10456,10457,29.958762569586618,172.55430800730426,Unnamed,footway,23.7,27.4,Low
10457,10458,31.08748696563193,126.35822339246128,Unnamed,footway,27.4,27.8,Low
10458,10455,31.623002497981584,171.22231474005872,Unnamed,footway,27.8,26.2,Low
10455,10448,26.512798785417893,11.93888493961419,Unnamed,footway,26.2,26.2,Low
10429,10455,25.534555741620327,15.290486744346987,Unnamed,footway,24.1,26.2,Low
10429,10452,24.33458296892003,9.733733150208666,Unnamed,footway,24.1,24.1,Low
10448,10452,25.553734491540425,16.05306129385394,Unnamed,footway,26.2,24.1,Low
10456,10446,25.269982102260737,12.824933958346136,Unnamed,footway,23.7,26.2,Low
10454,10459,24.059251950985754,15.158310168175403,Unnamed,footway,26.2,21.2,Low
10142,10460,40.68141708264976,163.98904385263972,Unnamed,footway,43.7,26.2,Low
10460,10143,26.520697590533388,119.01677597187305,Unnamed,footway,26.2,21.2,Low
10451,10143,22.70955071589255,11.561279104345276,Unnamed,footway,23.7,21.2,Low
10454,10460,26.483033260693777,10.802796209686269,Unnamed,footway,26.2,26.2,Low
10461,10462,27.759474826040424,123.86537757248676,Unnamed,footway,24.1,25.3,Low
10462,10269,40.14253711847331,163.55180053545823,Unnamed,footway,25.3,43.7,Low
10461,10144,37.98379828131568,163.36288763600825,Unnamed,footway,24.1,41.2,Low
10460,10461,25.481864388379964,13.195403116499556,Unnamed,footway,26.2,24.1,Low
10459,10461,22.896468806665624,10.88162501834989,Unnamed,footway,21.2,24.1,Low
10445,10442,38.271132347490834,452.4148898478495,Unnamed,footway,26.6,26.1,Low
10463,10464,32.069962589662076,121.32736327489756,Unnamed,footway,29.0,28.2,Low
10464,6403,41.811658344351656,163.05030165094993,Unnamed,footway,28.2,43.7,Low
10462,9628,26.038747914463187,11.213511241288774,Unnamed,footway,25.3,26.2,Low
9628,10445,26.756529630772913,13.504910256549826,Unnamed,footway,26.2,26.6,Low
10445,10464,27.72565042073308,11.885051851572186,Unnamed,footway,26.6,28.2,Low
10462,10464,27.131500202749592,14.261689822414512,Unnamed,footway,25.3,28.2,Low
8133,10449,29.554302268449383,121.60539918213982,Unnamed,footway,26.5,26.2,Low
10449,10446,26.555863380604286,13.58257177878966,Unnamed,footway,26.2,26.2,Low
10465,10466,30.152282876150338,170.9624417922463,Unnamed,footway,26.6,24.9,Low
10466,8131,29.414691420599826,118.42933158174264,Unnamed,footway,24.9,27.7,Low
10465,10456,25.4638948465431,12.480908411256504,Unnamed,footway,26.6,23.7,Low
10465,8132,29.647367675362275,116.66168268784457,Unnamed,footway,26.6,26.5,Low
10465,10449,26.731481613568725,12.556121726088152,Unnamed,footway,26.6,26.2,Low
10467,10468,32.616341652007584,217.02767358237259,Unnamed,footway,27.4,26.2,Low
10468,10469,29.45582076393256,124.26796808902898,Unnamed,footway,26.2,26.2,Low
10469,10470,31.295953875751128,215.37684954373316,Unnamed,footway,26.2,25.3,Low
10470,10467,29.695894665204623,126.97892467569709,Unnamed,footway,25.3,27.4,Low
10471,10472,31.354286747806967,217.64220379832884,Unnamed,footway,27.4,24.1,Low
10472,8123,27.812362049133597,116.96233129050594,Unnamed,footway,24.1,25.7,Low
10469,10393,24.089527364275998,16.43575376691985,Unnamed,footway,26.2,21.2,Low
10406,10411,24.28181574788885,9.638908436126785,Unnamed,footway,25.3,22.8,Low
10470,10412,24.36936451782104,13.27918993018877,Unnamed,footway,25.3,22.8,Low
10412,10473,23.034959492167175,10.30524088452516,Unnamed,footway,22.8,22.8,Low
10458,10473,25.71644627522902,16.460327084151,Unnamed,footway,27.8,22.8,Low
10470,10458,26.842106133983297,11.002114274323727,Unnamed,footway,25.3,27.8,Low
10467,10457,27.690574702651542,10.60491615516582,Unnamed,footway,27.4,27.4,Low
10466,10471,26.399722621367825,9.549622232039177,Unnamed,footway,24.9,27.4,Low
10471,10467,27.775239894858117,13.694886673653825,Unnamed,footway,27.4,27.4,Low
10466,10457,26.494229505297366,13.163652210224257,Unnamed,footway,24.9,27.4,Low
10471,8124,30.762372484930324,116.60154210273421,Unnamed,footway,27.4,27.7,Low
10474,10475,26.709100870412485,126.96628145200364,Unnamed,footway,21.2,26.2,Low
10475,10476,31.486359059381684,177.06015175258625,Unnamed,footway,26.2,27.3,Low
8116,10477,27.205022728867583,119.54826044722562,Unnamed,footway,24.5,24.1,Low
10474,10478,31.769980426324864,174.49095845932973,Unnamed,footway,21.2,32.9,Low
10479,10477,33.84040078561814,179.10804131073635,Unnamed,footway,33.3,24.1,Low
10472,10477,24.30552099205995,8.527841994188854,Unnamed,footway,24.1,24.1,Low
10477,10480,22.936189984407726,12.635319399899695,Unnamed,footway,24.1,21.2,Low
10480,10468,23.927429484430874,9.596180777674043,Unnamed,footway,21.2,26.2,Low
10468,10472,25.487593831918023,13.42321399276437,Unnamed,footway,26.2,24.1,Low
10469,10475,26.467692237674655,10.217260979948664,Unnamed,footway,26.2,26.2,Low
10475,10388,25.315513400803688,14.649835703554784,Unnamed,footway,26.2,23.7,Low
10478,10476,33.721736957989634,120.32348697639974,Unnamed,footway,32.9,27.3,Low
10476,10373,28.133805227094786,23.047462803446827,Unnamed,footway,27.3,27.7,Low
8117,10479,37.703020613195946,110.54552616188354,Unnamed,footway,34.6,33.3,Low
10479,10478,33.75162370097639,19.68651664581249,Unnamed,footway,33.3,32.9,Low
10391,3745,26.375847314925593,12.508534162210806,Unnamed,footway,27.3,24.8,Low
9816,2802,32.4081295751441,15.928826807025255,Unnamed,footway,30.9,32.9,Low
9944,10481,33.496135368411885,198.4306035209977,Unnamed,footway,24.5,31.4,Low
10483,10484,36.290147161561535,346.5731785366063,Unnamed,footway,26.2,27.7,Low
10375,10485,38.89503082160873,250.6440778652326,Unnamed,footway,22.4,39.8,Low
10484,8293,28.770562663364945,16.627655949291444,Unnamed,footway,27.7,28.9,Low
10484,6474,26.979797776466246,20.030161681143603,Unnamed,footway,27.7,25.2,Low
10400,10605,30.99623164768814,22.977942167925374,Unnamed,footway,30.5,30.1,Low
10486,10487,25.137984317782777,13.62839991059585,Unnamed,steps,25.4,24.2,Low
9235,1070,24.696295873414183,88.90193445388816,Unnamed,path,22.23,23.13,Low
2799,5084,31.577681508234065,25.249399617989177,Unnamed,footway,30.2,31.4,Low
10481,2799,31.169951880591295,12.011424694522667,Unnamed,footway,31.4,30.2,Low
10481,599,34.45189114853666,13.290916133431065,Unnamed,footway,31.4,36.6,Low
2668,5084,30.398171158745612,8.231215878793131,Unnamed,footway,28.9,31.4,Low
2667,2801,27.63388601578191,15.951691756687927,Unnamed,footway,27.2,27.2,Low
793,2666,32.4086139504002,17.538899541607382,Unnamed,footway,36.5,27.2,Low
7227,9045,49.06500615173272,258.0770808136594,Unnamed,footway,46.2,31.8,Low
9045,2795,32.310501010001545,16.05349088055163,Unnamed,footway,31.8,31.8,Low
7228,9046,48.10924488993872,259.4043164905423,Unnamed,footway,44.6,31.8,Low
9046,2231,31.90726475708826,16.154928569689794,Unnamed,footway,31.8,31.0,Low
10489,10490,22.995892908569225,24.315942475243947,Unnamed,footway,23.7,21.2,Low
7574,10489,28.083486319780167,107.82983509980926,Unnamed,footway,27.0,23.7,Low
7574,10491,28.005493754578218,22.098312210884004,Unnamed,footway,27.0,27.8,Low
7572,7574,28.12882634900528,26.59950178851389,Unnamed,footway,27.8,27.0,Low
10491,2760,28.488682921145283,24.77276694767197,Unnamed,footway,27.8,27.8,Low
7572,2760,28.427745547809366,22.58077510105633,Unnamed,footway,27.8,27.8,Low
9265,9264,30.900488726755516,209.412474628396,Unnamed,footway,26.2,24.9,Low
7570,7571,27.3870106745756,14.333728687985232,Unnamed,footway,27.0,27.0,Low
2232,7570,26.4163168361496,25.876381986392296,Unnamed,footway,24.5,27.0,Low
2232,7573,26.089830603523172,13.197304991191016,Unnamed,footway,24.5,27.0,Low
7573,7571,27.727490523174634,26.94409345091239,Unnamed,footway,27.0,27.0,Low
10492,7573,29.928867486247032,108.47657356470495,Unnamed,footway,27.0,27.0,Low
10492,10489,32.99698112724295,301.6560602462701,Unnamed,footway,27.0,23.7,Low
3131,2232,28.573662318000167,109.65678904855024,Unnamed,footway,27.0,24.5,Low
3131,10492,27.39998916323895,14.814413453294385,Unnamed,footway,27.0,27.0,Low
10490,10493,31.425192385408582,303.9498915107295,Unnamed,footway,21.2,27.0,Low
3132,3131,27.55264790649771,20.46844098139661,Unnamed,footway,27.0,27.0,Low
10493,10492,27.591865039996424,21.920927407274824,Unnamed,footway,27.0,27.0,Low
10493,3132,27.30542842593421,11.312163923489203,Unnamed,footway,27.0,27.0,Low
5968,3132,29.588074519101095,112.33362853763504,Unnamed,footway,26.2,27.0,Low
10494,10493,29.58360749094616,112.16569514835184,Unnamed,footway,26.2,27.0,Low
10494,5968,26.519608007908243,12.198778927795587,Unnamed,footway,26.2,26.2,Low
10495,10494,27.15419260884575,20.834308603223715,Unnamed,footway,27.0,26.2,Low
10495,1838,27.336257659502387,12.45398738897737,Unnamed,footway,27.0,27.0,Low
1838,5968,27.159621162222866,21.038389557250618,Unnamed,footway,27.0,26.2,Low
10496,3302,33.466502419037305,214.75507873093673,Unnamed,footway,27.3,27.8,Low
10497,10495,32.76169332354718,153.58075082912603,Unnamed,footway,29.8,27.0,Low
10496,10497,29.111562600327172,19.669443093771388,Unnamed,footway,27.3,29.8,Low
8196,10497,30.481381672995735,16.046055766524535,Unnamed,footway,30.2,29.8,Low
8196,1838,33.10010273074445,157.34624932672915,Unnamed,footway,30.2,27.0,Low
4045,10498,28.748637339910488,14.061281831057808,Unnamed,footway,29.4,27.3,Low
4045,8196,30.598117809116502,26.7824768159902,Unnamed,footway,29.4,30.2,Low
10027,10498,29.460046186648874,103.37251635389026,Unnamed,footway,26.1,27.3,Low
3303,10027,26.35272275828254,25.397772695818507,Unnamed,footway,25.3,26.1,Low
3418,4045,30.96548741991764,132.1933243114311,Unnamed,footway,25.3,29.4,Low
3417,3418,26.25964750952095,19.792136292075607,Unnamed,footway,26.2,25.3,Low
10499,7962,30.985495830414116,106.62485108621833,Unnamed,footway,27.4,28.6,Low
10499,3303,30.40264028239005,153.80039022353114,Unnamed,footway,27.4,25.3,Low
2842,10499,27.74106504651365,12.447629434804856,Unnamed,footway,27.4,27.4,Low
2842,3417,30.30433994035989,130.75895299850345,Unnamed,footway,27.4,26.2,Low
3127,7957,30.779928787320472,99.28317097573112,Unnamed,footway,27.4,28.6,Low
3129,2842,27.828061311132444,23.09048937986935,Unnamed,footway,27.0,27.4,Low
3127,10499,28.02981491028857,22.985945630969823,Unnamed,footway,27.4,27.4,Low
3129,3127,27.538892823511816,12.45929498205203,Unnamed,footway,27.0,27.4,Low
3234,3129,27.08722462995043,68.52957120120028,Unnamed,footway,23.7,27.0,Low
3231,3234,23.95133938348055,10.605037277660537,Unnamed,footway,23.7,23.7,Low
3422,3231,25.477243256074008,74.98916692295386,Unnamed,footway,23.7,23.7,Low
3420,3422,23.916825384012753,9.148750380284854,Unnamed,footway,23.7,23.7,Low
3229,3420,25.956501102616365,77.03324077246326,Unnamed,footway,24.5,23.7,Low
2844,3229,24.89515731832577,16.128870135745593,Unnamed,footway,24.5,24.5,Low
3330,10024,35.01171458116621,115.02275736198129,Unnamed,footway,33.0,29.8,Low
10024,2841,29.868804702349603,15.945738175156695,Unnamed,footway,29.8,29.0,Low
2841,3416,31.55153387735111,112.92888456264919,Unnamed,footway,29.0,27.7,Low
3416,3419,29.05263794190865,19.390804979250778,Unnamed,footway,27.7,29.3,Low
10500,10501,40.37043782051051,116.74793417733102,Unnamed,footway,33.3,39.0,Low
10502,10024,42.62517050223016,253.68148535971068,Unnamed,footway,38.2,29.8,Low
3419,4044,37.512227691599435,131.59057893210968,Unnamed,footway,29.3,37.0,Low
10501,8195,39.07168698066843,12.219869965503399,Unnamed,footway,39.0,38.2,Low
3331,10502,40.19858416224596,116.62733784016538,Unnamed,footway,33.8,38.2,Low
4044,8195,38.358159306553766,20.16381134451511,Unnamed,footway,37.0,38.2,Low
10501,10502,39.40958997973737,20.973833671952402,Unnamed,footway,39.0,38.2,Low
10502,4044,38.04764191449883,11.90537006645814,Unnamed,footway,38.2,37.0,Low
10503,7563,41.20871947567553,115.25627809676662,Unnamed,footway,38.2,35.7,Low
8195,1839,43.6920668331459,168.23708110015764,Unnamed,footway,38.2,36.6,Low
1839,3415,37.00224777940127,22.161540867438415,Unnamed,footway,36.6,35.8,Low
9044,7564,50.37041191802562,259.26029795064034,Unnamed,footway,37.0,43.0,Medium
10503,10501,45.06708258074091,167.54099950105967,Unnamed,footway,38.2,39.0,Low
3415,9044,36.80276343166284,11.064929441286806,Unnamed,footway,35.8,37.0,Low
1839,10503,37.79542883082552,10.572963391056472,Unnamed,footway,36.6,38.2,Low
9044,10503,38.46418720237855,22.983702190918812,Unnamed,footway,37.0,38.2,Low
9046,7558,34.80611289008454,108.47493280524024,Unnamed,footway,31.8,31.0,Low
7558,7559,31.087924389689952,22.629091766116954,Unnamed,footway,31.0,29.8,Low
3130,2231,33.974213644143525,110.26841974325251,Unnamed,footway,30.2,31.0,Low
3133,3130,30.676202569297807,22.540085643260284,Unnamed,footway,29.8,30.2,Low
2795,10504,32.2336667093429,145.0680891418436,Unnamed,footway,31.8,24.5,Low
10504,7569,24.776103145605337,11.2695161471565,Unnamed,footway,24.5,24.5,Low
8403,10505,22.76967657999193,35.927050955046845,Unnamed,footway,22.18,21.78,Low
10505,6616,21.779053195455212,9.223966425172115,Unnamed,footway,21.78,21.38,Low
6617,8402,20.782811908470435,9.854806048126253,Unnamed,footway,20.58,20.58,Low
10506,6615,24.738901167400062,27.363005290700393,Unnamed,footway,21.38,26.78,Low
8036,10506,21.442670377389735,2.931261804945509,Unnamed,footway,21.38,21.38,Low
10507,8035,21.47794542439077,14.0673004905935,Unnamed,footway,20.98,21.38,Low
8034,10507,20.938673418233705,7.635871907300463,Unnamed,footway,20.58,20.98,Low
8266,10508,13.930111253033466,5.0585319648966385,Riverdale Trail,steps,13.86,13.86,Low
9947,10509,33.10876444814846,118.53933946447513,Unnamed,footway,30.6,28.6,Low
2208,10509,29.77132061422327,26.597262559422983,Unnamed,footway,29.4,28.6,Low
10423,10510,27.61517360327915,26.586379304057637,Unnamed,footway,24.4,29.4,Low
10510,10509,29.37010074799497,12.762094758447345,Unnamed,footway,29.4,28.6,Low
10510,2165,33.7437562877698,151.66403712524914,Unnamed,footway,29.4,29.2,Low
6100,4374,45.51281854082455,102.40568101791321,Dundas Street East,tertiary,42.9,39.67,Low
4374,4613,43.638659418403236,136.86751122582334,Dundas Street East,tertiary,39.67,37.1,Low
5020,2818,41.396943215388625,52.15257886360714,Gladstone Avenue,residential,35.53,43.16,Low
10511,10512,18.639503176194953,15.223484542208782,Unnamed,footway,18.36,18.36,Low
10513,6702,21.088835142237382,10.970045169577327,Unnamed,footway,20.86,20.86,Low
10513,448,24.1966272946182,14.108436488608517,Unnamed,footway,20.86,26.86,Low
10515,6706,20.69123213525878,11.301668389969555,Unnamed,footway,20.46,20.46,Low
10516,8769,79.0977684160707,11.868599412443345,Bay Street,secondary,78.17,78.17,Medium
8769,4314,80.14654302533282,19.87075173802646,Bay Street,secondary,78.17,79.0,Medium
3974,10516,79.22525722863283,13.499516804820571,Bay Street,secondary,78.17,78.17,Medium
10517,10518,40.548593598671545,103.06293793992214,Unnamed,service,39.06,34.46,Low
10518,9903,37.660994779339035,45.84823047317495,Unnamed,footway,34.46,37.56,Low
10195,6934,37.341834793243045,413.39268710231033,Unnamed,footway,20.17,32.67,Low
6941,6940,47.47969982955878,462.2636227150843,Unnamed,footway,31.47,33.47,Low
6931,6929,54.039488977054056,624.2707838008433,Unnamed,footway,33.47,33.07,Medium
10521,10522,23.7862151096079,17.809803577573753,Dan Leckie Way,cycleway,21.92,24.82,Low
10523,10522,25.735225069385248,20.42922559021614,Unnamed,cycleway,25.62,24.82,Low
10522,10523,25.734626629041262,20.40549678989943,Unnamed,cycleway,24.82,25.62,Low
4421,4419,20.498062603417033,3.8228503142523027,Unnamed,footway,22.92,17.92,Low
5516,6804,19.246674576062386,1.3878551541304374,Unnamed,footway,19.22,19.22,Low
3237,591,46.2243763464833,21.533178927807626,Avenue Road,secondary,45.2,45.3,Low
10524,10525,28.474609248448903,11.531412023051574,Unnamed,footway,26.5,29.8,Low
7232,10525,34.8655797581041,119.28024905631148,Unnamed,footway,32.5,29.8,Low
1358,9722,33.65738559377756,1.2609130976518141,River Street,secondary,34.33,32.9,Low
8481,8942,32.624767214040055,518.843911268159,Bayview Cycle Path,cycleway,22.33,20.63,Low
1566,3973,36.807306718140566,4.840478245715953,River Street,secondary,37.93,35.33,Low
5058,7789,21.092952266857893,208.7651728858389,Wellesley-Hoskin Cycle Track,cycleway,15.8,19.1,Low
10528,10834,64.70146320706876,46.949242832827814,Unnamed,footway,62.6,61.0,Medium
10529,10528,63.98084451977633,18.803256684336688,Unnamed,footway,63.0,62.6,Medium
10530,10531,64.13409437619453,5.236588968566332,Unnamed,steps,63.8,63.8,Medium
10532,10533,60.176390700358844,2.9398450059806907,Unnamed,steps,60.2,59.8,Medium
10828,10529,66.36801629525664,50.12684011482036,Unnamed,footway,63.4,63.0,Medium
10534,10530,64.82441326468916,9.726063312915572,Unnamed,footway,64.6,63.8,Medium
10534,10535,67.0588122446807,25.364101600622188,Unnamed,footway,64.6,66.2,Medium
10531,10535,65.79662714283366,12.255802197440788,Unnamed,footway,63.8,66.2,Medium
10201,6411,34.76203903611515,400.565634009474,Unnamed,footway,20.67,28.97,Low
10536,10537,40.43216105161702,19.469517186510913,Sherbourne Street,cycleway,39.26,40.06,Low
10538,10539,49.58981714832931,330.9129669438892,Sherbourne Street,cycleway,38.86,35.66,Low
10540,10541,39.71540736842771,19.781932685266593,Sherbourne Street,cycleway,43.26,34.63,Low
10542,10543,40.12761357421187,19.891055387263364,Sherbourne Street,cycleway,34.63,44.06,Low
10544,10545,24.42455801821382,33.62496903147762,Sherbourne Street,cycleway,24.23,23.03,Low
10545,10546,32.164365842975414,254.9498963314635,Sherbourne Street,cycleway,23.03,28.23,Low
10546,10547,28.927923524111215,21.105666223480874,Sherbourne Street,cycleway,28.23,28.43,Low
10548,10549,28.999731260991638,23.640355135603325,Sherbourne Street,cycleway,27.63,29.03,Low
10550,4958,44.63684911000958,69.14608646729526,Sherbourne Street,cycleway,39.63,43.87,Low
10551,10550,40.07046935171692,16.24319938414726,Sherbourne Street,cycleway,39.23,39.63,Low
10552,10553,39.81091013349735,14.807803555884727,Sherbourne Street,cycleway,39.23,39.23,Low
10554,10552,43.98807799374887,74.18993879728598,Sherbourne Street,cycleway,42.67,39.23,Low
10555,10556,30.272511930120498,14.834459608464602,Sherbourne Street,cycleway,29.63,30.03,Low
10557,10555,30.917350305361513,95.19483901386882,Sherbourne Street,cycleway,26.83,29.63,Low
10558,10559,30.066196323617678,14.721441904072767,Sherbourne Street,cycleway,29.63,29.63,Low
10560,10557,27.293245727848372,24.905960489987756,Sherbourne Street,cycleway,26.43,26.83,Low
10561,10562,27.900168208767074,24.61139216919118,Sherbourne Street,cycleway,27.63,26.83,Low
10547,10560,32.19071946122672,173.55885750006277,Sherbourne Street,cycleway,28.43,26.43,Low
10559,10561,31.365526558441132,95.54755705348008,Sherbourne Street,cycleway,29.63,27.63,Low
10537,10540,50.689858042989954,216.75127323547653,Sherbourne Street,cycleway,40.06,43.26,Medium
10543,10563,50.93075725278308,216.69271984670527,Sherbourne Street,cycleway,44.06,39.66,Medium
10562,10548,31.95074613734596,173.36563119155207,Sherbourne Street,cycleway,26.83,27.63,Low
10556,10551,40.701256030570754,175.31781780452675,Sherbourne Street,cycleway,30.03,39.23,Low
10553,10558,40.5188126208459,176.84614059964866,Sherbourne Street,cycleway,39.23,29.63,Low
10541,10544,34.0693461121081,157.64003099246014,Sherbourne Street,cycleway,34.63,24.23,Low
10549,10542,45.95400061303937,443.7323472522578,Sherbourne Street,cycleway,29.03,34.63,Low
10564,10565,28.6232494272346,15.729220270922808,Sherbourne Street,cycleway,28.18,28.18,Low
10565,10566,35.68328205314015,144.4285456427243,Lower Sherbourne Street,cycleway,28.18,34.18,Low
10567,10568,29.043105720853855,16.20383907816155,Sherbourne Street,cycleway,28.58,28.58,Low
10569,10567,35.44636988239672,144.16946037432933,Lower Sherbourne Street,cycleway,33.38,28.58,Low
10570,10569,41.43488190958361,22.578526890020076,Sherbourne Street,cycleway,47.66,33.38,Low
10571,10570,52.63087149108927,86.06833452516057,Sherbourne Street,cycleway,49.26,47.66,Medium
10566,10572,42.46604898530052,22.7853801854654,Sherbourne Street,cycleway,34.18,48.86,Low
10572,10573,53.27423773680204,85.89966850391443,Sherbourne Street,cycleway,48.86,49.26,Medium
4928,4926,38.27251202877694,25.248112209401008,Unnamed,footway,37.98,36.68,Low
10574,4928,37.61498304267064,116.83441338095705,Unnamed,footway,29.38,37.98,Low
7157,7155,55.01812919600044,25.30989929184573,Unnamed,footway,53.46,53.86,Medium
3535,7157,54.94651016226604,112.0524218228303,Unnamed,footway,45.36,53.46,Medium
10573,10575,50.19763630881763,19.034435826586236,Sherbourne Street,cycleway,49.26,49.26,Medium
10575,10576,52.832226740709885,85.74243199157188,Sherbourne Street,cycleway,49.26,48.06,Medium
10577,10571,50.1951443167362,18.98384727438493,Sherbourne Street,cycleway,49.26,49.26,Medium
10578,10577,53.25108415717969,85.42772436159186,Sherbourne Street,cycleway,48.86,49.26,Medium
